text,is_retweet,extractedts,sentiment,score
politica economia attacco trattativa guerra #ucraina #ukraine,True,2023-02-27,neg,0.5641767
economia politica conflitto trattativa aiuti #ucraina,True,2023-02-27,neg,0.8075529
pace economia trattativa attacco guerra #putin #putin,False,2023-03-03,neg,0.5224069
aiuti trattativa pace economia conflitto #russia,False,2023-03-03,neg,0.3906645
pace trattativa attacco economia politica #putin #russia #russia,False,2023-03-01,neg,0.8073456
pace economia politica conflitto guerra #russia,False,2023-03-02,neg,0.4084605
aiuti attacco trattativa guerra pace #nato #usa,False,2023-03-01,neg,0.8279676
economia aiuti politica conflitto pace #ucraina #zelensky #nato,True,2023-03-04,neu,0.9396216
attacco guerra conflitto pace trattativa #zelensky #nato,True,2023-02-25,neg,0.4618031
economia conflitto trattativa aiuti politica #ucraina #usa,True,2023-03-03,neg,0.8867805
attacco aiuti pace economia trattativa #ucraina #ucraina,False,2023-02-28,neg,0.4743127
politica economia attacco conflitto pace #ucraina,True,2023-03-01,neg,0.4519743
attacco pace trattativa economia conflitto #russia #guerra #nato,False,2023-02-27,neu,0.420294
pace conflitto trattativa guerra aiuti #zelensky #putin #putin,True,2023-02-25,neg,0.5024409
conflitto pace economia guerra politica #ukraine,True,2023-02-25,neu,0.7320198
guerra pace politica economia conflitto #usa #zelensky,True,2023-03-02,neu,0.3756991
aiuti guerra trattativa politica attacco #nato,False,2023-03-04,neg,0.8245775
conflitto attacco politica trattativa aiuti #zelensky #nato,True,2023-02-27,neu,0.7583543
guerra pace attacco economia trattativa #ucraina #ucraina,True,2023-02-28,neg,0.8019239
aiuti pace economia guerra conflitto #russia #russia #biden,True,2023-02-25,neg,0.6264934
politica economia aiuti attacco pace #russia #ucraina #nato,True,2023-03-01,neg,0.6345254
politica conflitto aiuti pace trattativa #ucraina #putin,False,2023-02-27,neg,0.336527
trattativa politica guerra conflitto aiuti #ucraina #ucraina #kiev,True,2023-02-28,neu,0.54153
conflitto aiuti politica guerra economia #ucraina #ucraina,True,2023-02-25,neu,0.4994988
politica conflitto aiuti pace attacco #ucraina,True,2023-02-28,neg,0.8748051
guerra attacco trattativa aiuti economia #ucraina #ukraine #usa,True,2023-03-02,pos,0.4626049
pace trattativa conflitto politica guerra #nato #putin #ucraina,True,2023-02-27,neu,0.3678206
pace politica attacco aiuti trattativa #russia #ucraina,True,2023-03-01,neg,0.8504109
conflitto trattativa pace guerra attacco #russia #russia #russia,True,2023-02-28,neg,0.9443305
economia conflitto attacco politica trattativa #ucraina,True,2023-02-27,neg,0.4376012
trattativa economia politica aiuti attacco #biden #putin,True,2023-02-25,neg,0.7613253
politica aiuti trattativa guerra economia #putin #kiev #ucraina,False,2023-03-03,neg,0.3818402
trattativa conflitto attacco economia politica #zelensky,True,2023-03-03,neg,0.701265
trattativa economia aiuti politica conflitto #ucraina #russia #zelensky,False,2023-02-28,neg,0.4722414
trattativa attacco aiuti pace politica #nato,True,2023-02-27,neg,0.4064238
pace politica trattativa aiuti economia #nato,True,2023-03-03,neg,0.7021374
economia guerra conflitto aiuti attacco #nato #ucraina,True,2023-03-03,neg,0.4371923
trattativa guerra economia attacco conflitto #russia #ucraina #ucraina,False,2023-03-01,neg,0.5003876
attacco aiuti pace politica guerra #zelensky,False,2023-02-25,neg,0.7844608
trattativa economia conflitto aiuti guerra #nato,False,2023-03-03,neu,0.9236836
pace conflitto economia guerra trattativa #ukraine #putin #ucraina,False,2023-02-27,neg,0.6880528
pace guerra trattativa politica conflitto #russia,True,2023-02-27,neu,0.850209
attacco trattativa pace aiuti conflitto #ucraina #russia,True,2023-02-26,pos,0.5474332
pace trattativa guerra conflitto attacco #putin #russia #russia,True,2023-03-02,neg,0.9153858
conflitto economia pace guerra trattativa #russia #nato,False,2023-02-27,pos,0.7790191
guerra trattativa attacco aiuti economia #putin,False,2023-03-03,neg,0.7501801
politica economia guerra trattativa conflitto #putin,True,2023-02-25,neg,0.5753238
aiuti pace trattativa politica economia #russia #nato,True,2023-03-02,neu,0.5973091
trattativa conflitto guerra aiuti politica #russia #russia,False,2023-03-03,neg,0.7278458
economia conflitto politica pace attacco #ucraina #russia,True,2023-03-01,neg,0.9083281
trattativa guerra politica attacco economia #ucraina,False,2023-02-25,neg,0.8847854
guerra economia aiuti trattativa pace #ucraina #biden #nato,True,2023-03-02,neu,0.8275833
pace aiuti trattativa guerra attacco #ucraina,True,2023-03-01,neg,0.7144847
guerra conflitto attacco aiuti politica #ucraina,False,2023-02-25,neg,0.4599776
economia guerra conflitto attacco trattativa #ukraine,True,2023-03-02,neg,0.6989821
pace conflitto economia politica aiuti #ucraina #biden #ucraina,True,2023-02-28,neu,0.419877
conflitto politica pace attacco aiuti #ucraina #ucraina #ucraina,True,2023-02-25,neg,0.5357459
conflitto trattativa guerra aiuti pace #ucraina #ucraina,True,2023-02-25,neg,0.6271253
pace politica aiuti conflitto guerra #ucraina #russia,True,2023-02-27,neg,0.7962213
guerra economia pace politica aiuti #putin #ucraina #usa,True,2023-02-25,neg,0.8620591
politica economia guerra attacco aiuti #zelensky #ucraina,True,2023-02-28,neg,0.3765656
conflitto pace economia attacco trattativa #zelensky #putin,True,2023-02-28,neu,0.8842774
attacco politica trattativa aiuti guerra #zelensky,True,2023-03-02,neu,0.8782625
conflitto trattativa pace guerra aiuti #russia #russia #putin,True,2023-03-02,neg,0.3526204
politica trattativa conflitto pace aiuti #russia #putin #nato,False,2023-02-25,neu,0.7159683
attacco pace conflitto aiuti guerra #ucraina #nato #zelensky,True,2023-02-28,neg,0.9702032
politica aiuti conflitto economia trattativa #biden #russia,True,2023-02-25,neg,0.8875408
conflitto aiuti guerra pace politica #zelensky,True,2023-03-01,neu,0.9181151
pace politica aiuti economia guerra #russia,False,2023-03-03,neg,0.3850126
economia politica attacco guerra aiuti #usa #russia #nato,False,2023-02-25,neu,0.5856333
aiuti pace conflitto attacco politica #russia,True,2023-03-03,neg,0.908942
pace trattativa economia aiuti guerra #ucraina #ucraina #zelensky,True,2023-03-03,pos,0.7199855
pace politica trattativa attacco aiuti #russia,True,2023-03-01,neg,0.7990335
guerra trattativa pace attacco aiuti #russia #nato,True,2023-03-04,neu,0.4077366
aiuti conflitto politica guerra attacco #ucraina #nato #ucraina,True,2023-03-03,pos,0.6759553
guerra conflitto trattativa aiuti economia #ucraina #ucraina #zelensky,True,2023-02-27,neu,0.9684605
pace economia conflitto aiuti guerra #ucraina,True,2023-02-25,neu,0.8644712
politica trattativa conflitto guerra attacco #zelensky,False,2023-02-27,neg,0.3548392
guerra economia trattativa attacco politica #putin #russia #guerra,True,2023-03-03,neg,0.7608082
politica pace aiuti trattativa attacco #ucraina #zelensky #ucraina,False,2023-03-04,neg,0.3438131
trattativa economia guerra pace politica #ucraina #zelensky #putin,True,2023-03-02,neg,0.9224041
politica attacco pace guerra economia #zelensky #nato,False,2023-02-27,neu,0.3937743
conflitto guerra aiuti economia pace #ucraina #russia,True,2023-02-25,neg,0.7556195
trattativa conflitto economia pace politica #ucraina,True,2023-02-26,neg,0.3685963
pace attacco guerra conflitto politica #zelensky #russia #zelensky,True,2023-02-27,pos,0.8029451
pace politica conflitto guerra attacco #ucraina #ucraina,False,2023-02-26,neg,0.5330825
trattativa economia politica conflitto aiuti #usa #russia #putin,False,2023-02-27,neg,0.4082634
economia attacco conflitto guerra politica #ucraina,False,2023-02-28,neu,0.8469917
attacco trattativa pace guerra politica #ucraina #zelensky,True,2023-02-25,neu,0.8068537
economia guerra attacco conflitto politica #russia #zelensky,True,2023-03-02,neg,0.3439569
politica trattativa attacco aiuti conflitto #biden #ucraina #putin,True,2023-02-27,pos,0.9456724
politica trattativa pace economia conflitto #russia #ucraina,True,2023-02-27,neg,0.6885239
trattativa politica conflitto pace aiuti #usa #putin,True,2023-02-27,neu,0.9161072
politica economia pace trattativa conflitto #russia #nato #ucraina,True,2023-03-02,neg,0.8846964
economia aiuti conflitto trattativa pace #russia,True,2023-02-28,neg,0.9064335
politica pace attacco conflitto trattativa #ucraina #nato,True,2023-03-03,neg,0.6072211
pace conflitto aiuti economia trattativa #putin #putin #russia,False,2023-03-03,neg,0.7165224
pace conflitto politica guerra attacco #ukraine,False,2023-02-25,neg,0.8728162
attacco guerra conflitto politica pace #russia #usa #zelensky,False,2023-02-25,neg,0.9470727
politica economia aiuti trattativa pace #nato #ucraina #ucraina,False,2023-02-25,neg,0.4154536
politica conflitto trattativa economia guerra #russia,True,2023-03-01,neg,0.3539943
politica attacco economia guerra aiuti #putin,False,2023-03-04,neu,0.6473563
conflitto attacco guerra economia politica #zelensky,True,2023-02-27,neg,0.8233563
attacco politica aiuti trattativa conflitto #putin #russia #zelensky,True,2023-02-27,neg,0.4387673
attacco conflitto economia aiuti guerra #russia,False,2023-02-27,neg,0.3770087
politica trattativa aiuti pace economia #nato #ucraina #ucraina,True,2023-02-27,neg,0.7510955
conflitto trattativa politica economia guerra #nato #ucraina #russia,True,2023-02-27,pos,0.5402942
aiuti economia attacco conflitto pace #ucraina #ucraina,True,2023-03-03,neu,0.4414044
conflitto economia trattativa attacco politica #putin #russia #ukraine,False,2023-03-02,neg,0.8520766
economia trattativa attacco conflitto guerra #ucraina #ucraina #ucraina,False,2023-03-03,neg,0.3870253
politica attacco guerra trattativa aiuti #kiev #ucraina #ucraina,False,2023-03-02,neg,0.5332778
economia trattativa attacco aiuti pace #putin,True,2023-02-26,neg,0.8187458
attacco conflitto pace politica trattativa #zelensky #nato,False,2023-02-26,neg,0.7800358
attacco politica trattativa economia pace #guerra #ucraina #ucraina,True,2023-03-04,neg,0.370517
politica attacco guerra economia conflitto #ucraina #russia,True,2023-02-27,neg,0.5128345
guerra pace conflitto politica trattativa #russia #russia,False,2023-02-25,neu,0.6611168
conflitto guerra attacco trattativa politica #putin #ucraina,True,2023-02-28,neg,0.9139366
trattativa politica conflitto economia attacco #ucraina,True,2023-02-27,neg,0.3967609
aiuti conflitto attacco pace trattativa #nato #nato,True,2023-03-03,neg,0.5214325
aiuti conflitto economia attacco guerra #ucraina #putin #usa,True,2023-02-25,neg,0.8495774
politica aiuti economia guerra pace #kiev #putin #kiev,False,2023-02-25,neg,0.8419252
attacco economia aiuti pace guerra #ucraina #russia #russia,False,2023-02-27,neg,0.3844956
trattativa conflitto attacco politica pace #russia #ukraine,True,2023-03-03,pos,0.3556477
pace guerra trattativa conflitto economia #zelensky,True,2023-02-28,pos,0.9231996
trattativa economia politica conflitto aiuti #ukraine,True,2023-02-28,pos,0.560005
aiuti politica guerra trattativa attacco #kiev #zelensky,False,2023-03-03,neg,0.5336045
economia guerra conflitto politica pace #russia #russia #nato,True,2023-03-03,neg,0.5902922
aiuti conflitto attacco guerra pace #ucraina #putin,False,2023-02-28,neg,0.6865778
guerra economia aiuti conflitto attacco #russia #putin,False,2023-02-26,neu,0.4801937
pace guerra aiuti politica conflitto #ucraina #ucraina #ucraina,False,2023-03-04,neg,0.5422767
aiuti economia attacco conflitto guerra #zelensky #ucraina #russia,True,2023-02-28,neg,0.6125851
trattativa economia pace politica conflitto #putin #putin,False,2023-03-03,neg,0.3674427
pace aiuti attacco conflitto trattativa #russia #zelensky #ucraina,True,2023-03-02,neg,0.813086
attacco guerra conflitto politica pace #russia #nato #zelensky,False,2023-02-27,neg,0.7113695
aiuti economia conflitto attacco guerra #guerra,True,2023-02-25,pos,0.7214071
aiuti guerra economia politica trattativa #ucraina,False,2023-03-01,neg,0.6244894
attacco pace conflitto aiuti trattativa #ucraina #putin #usa,True,2023-02-25,neu,0.5279534
guerra conflitto trattativa aiuti economia #putin #putin #ucraina,True,2023-02-25,neu,0.7859218
guerra economia attacco trattativa politica #guerra #ucraina,True,2023-02-25,neg,0.5703296
aiuti conflitto pace guerra attacco #russia #russia,True,2023-03-04,neg,0.7868801
pace aiuti guerra conflitto economia #ucraina #zelensky,True,2023-03-02,neg,0.690655
economia attacco trattativa pace aiuti #russia,False,2023-03-04,neg,0.3393891
conflitto aiuti politica attacco economia #ucraina #putin #ucraina,False,2023-02-27,neu,0.8248479
attacco conflitto trattativa aiuti guerra #russia,True,2023-02-27,neg,0.7364694
politica pace conflitto attacco economia #biden,False,2023-02-27,neg,0.9679673
trattativa aiuti conflitto guerra economia #ucraina #russia,True,2023-02-26,neg,0.527149
conflitto attacco guerra politica aiuti #russia,True,2023-03-04,neg,0.3978347
trattativa economia aiuti conflitto guerra #ucraina #usa,True,2023-02-27,neg,0.5055278
conflitto economia guerra pace trattativa #ucraina #russia,True,2023-02-25,neg,0.5330491
pace economia politica aiuti guerra #putin #ucraina,True,2023-03-01,neg,0.4783368
attacco trattativa pace guerra aiuti #russia,True,2023-03-02,neg,0.6132389
politica conflitto trattativa pace guerra #ucraina #ucraina,True,2023-02-26,neu,0.9490671
economia politica trattativa attacco guerra #ucraina,True,2023-02-25,neg,0.620703
guerra trattativa economia aiuti conflitto #usa #ucraina,True,2023-02-26,neu,0.5236061
economia pace trattativa attacco politica #putin,True,2023-02-27,neg,0.7163704
attacco politica conflitto pace guerra #ucraina #ucraina #ucraina,True,2023-02-27,neg,0.3444126
trattativa aiuti politica attacco guerra #nato #russia #putin,False,2023-03-01,neg,0.8443134
politica attacco guerra conflitto aiuti #zelensky #russia #ukraine,True,2023-03-02,neg,0.4306377
aiuti guerra attacco pace economia #zelensky,True,2023-02-27,neg,0.6424693
economia politica guerra conflitto trattativa #russia #putin #zelensky,True,2023-02-25,neg,0.5037638
pace guerra politica trattativa conflitto #guerra #ucraina,True,2023-02-25,neg,0.4580182
economia attacco conflitto aiuti pace #zelensky #russia,False,2023-02-28,neg,0.4079386
aiuti pace attacco trattativa politica #guerra #zelensky,True,2023-02-25,neu,0.4460656
economia attacco trattativa politica pace #russia,False,2023-02-26,neg,0.5874141
economia politica aiuti pace attacco #russia,False,2023-03-04,neg,0.6987843
politica trattativa conflitto pace guerra #russia,False,2023-02-26,neu,0.5419684
politica economia conflitto guerra aiuti #putin,True,2023-02-26,neg,0.3498869
attacco conflitto politica guerra aiuti #russia #ucraina #ukraine,False,2023-02-26,neg,0.6566609
trattativa pace guerra attacco aiuti #russia,True,2023-03-01,neg,0.5560778
attacco trattativa guerra conflitto aiuti #russia #ucraina,False,2023-02-27,neg,0.7578232
attacco conflitto aiuti economia trattativa #ucraina #ucraina,False,2023-02-25,neg,0.4861649
guerra trattativa politica conflitto pace #guerra #kiev #ucraina,True,2023-02-27,neg,0.5208582
attacco politica economia conflitto trattativa #nato,True,2023-02-27,pos,0.3414972
guerra aiuti economia trattativa conflitto #russia,True,2023-02-26,pos,0.4729233
politica attacco economia guerra pace #ucraina,False,2023-03-01,neg,0.3694255
economia conflitto trattativa pace guerra #ucraina,True,2023-02-28,neg,0.7057867
trattativa pace politica economia aiuti #ucraina,True,2023-03-02,neg,0.8782969
attacco economia conflitto pace politica #nato,False,2023-02-28,neg,0.5654712
attacco pace trattativa guerra economia #russia,True,2023-02-25,neg,0.5529941
attacco guerra pace trattativa aiuti #ucraina,True,2023-02-28,neg,0.3466418
conflitto economia attacco guerra politica #ucraina #ucraina #biden,True,2023-02-28,neu,0.4368785
conflitto pace politica economia trattativa #guerra,True,2023-02-26,neu,0.8305805
trattativa conflitto economia guerra aiuti #russia #ucraina #ucraina,False,2023-03-02,pos,0.6380591
conflitto trattativa pace economia aiuti #usa #usa,True,2023-03-02,neu,0.488091
aiuti economia trattativa politica attacco #ucraina #putin,False,2023-03-03,pos,0.5062379
trattativa economia conflitto politica aiuti #ucraina #ukraine #ucraina,True,2023-02-26,neg,0.7880906
conflitto attacco politica guerra economia #russia,True,2023-02-25,neg,0.6898419
guerra aiuti economia trattativa conflitto #russia #russia,True,2023-02-27,neg,0.6070502
conflitto aiuti economia attacco guerra #russia,True,2023-03-02,neg,0.4894109
guerra aiuti conflitto economia trattativa #putin,True,2023-02-25,neg,0.7839321
aiuti attacco politica pace guerra #ucraina #ucraina #zelensky,True,2023-03-04,neu,0.9360154
conflitto guerra trattativa politica economia #zelensky,True,2023-03-04,neg,0.8466905
conflitto trattativa aiuti politica economia #ucraina #russia,True,2023-02-28,neg,0.7687228
trattativa guerra economia politica aiuti #ucraina #ucraina #zelensky,False,2023-03-02,pos,0.6469717
economia politica trattativa conflitto pace #zelensky #ucraina #russia,True,2023-02-27,neg,0.5730456
economia trattativa pace politica aiuti #ucraina #kiev,True,2023-02-25,neu,0.7784566
attacco guerra trattativa pace aiuti #usa,True,2023-02-26,neg,0.5800636
economia trattativa conflitto attacco politica #russia,True,2023-02-25,neg,0.4569536
trattativa attacco economia politica aiuti #putin,True,2023-02-27,neg,0.4806613
pace attacco trattativa economia politica #ucraina,True,2023-02-25,neg,0.5512562
aiuti conflitto guerra economia politica #zelensky #russia,True,2023-02-25,neg,0.7419626
economia pace conflitto trattativa politica #russia,True,2023-02-25,neg,0.4180513
economia conflitto trattativa pace attacco #russia,False,2023-02-27,neg,0.7589893
economia trattativa aiuti pace conflitto #ucraina,True,2023-02-28,neg,0.8124738
attacco aiuti economia conflitto guerra #ucraina #biden #zelensky,False,2023-02-27,neu,0.3700839
trattativa attacco guerra aiuti economia #putin #zelensky,True,2023-02-26,neg,0.4698155
attacco aiuti politica guerra economia #putin #russia,True,2023-02-27,neg,0.9165462
conflitto guerra trattativa aiuti politica #russia #putin,True,2023-02-27,neg,0.7092404
economia pace guerra conflitto attacco #nato #ucraina,False,2023-03-03,neg,0.585498
attacco trattativa pace economia aiuti #russia #ucraina,True,2023-03-04,neu,0.510578
aiuti guerra politica pace conflitto #usa #ucraina #zelensky,True,2023-02-25,neg,0.7501113
guerra economia pace trattativa conflitto #ucraina #usa,True,2023-02-25,neg,0.9261801
guerra politica aiuti trattativa pace #russia,True,2023-02-26,neg,0.5907132
aiuti trattativa economia pace politica #putin #russia #nato,False,2023-02-28,neu,0.4869991
conflitto aiuti economia trattativa pace #usa,True,2023-03-02,neg,0.9029297
pace politica trattativa conflitto aiuti #russia #ucraina #ucraina,True,2023-02-25,pos,0.686898
politica trattativa attacco pace guerra #ucraina #nato,True,2023-02-25,neu,0.8605222
economia politica attacco guerra trattativa #russia #nato,True,2023-02-25,neg,0.6845809
guerra economia conflitto pace trattativa #russia #russia #ucraina,False,2023-02-27,neg,0.5583922
trattativa pace economia conflitto guerra #ucraina #putin #russia,True,2023-02-26,pos,0.7868805
politica guerra attacco conflitto pace #ucraina,True,2023-02-27,neg,0.3971272
trattativa pace guerra aiuti economia #ukraine #ucraina,False,2023-03-01,neu,0.5085481
pace attacco guerra aiuti conflitto #zelensky #putin #ucraina,True,2023-02-25,neg,0.6144345
pace politica attacco conflitto guerra #ucraina,False,2023-02-26,neg,0.4015718
trattativa guerra economia attacco aiuti #nato,False,2023-02-25,neu,0.5360722
trattativa pace aiuti politica conflitto #putin #putin,True,2023-02-27,neg,0.4247347
trattativa guerra economia politica pace #ucraina #kiev,True,2023-02-27,neu,0.8561429
conflitto aiuti politica trattativa economia #guerra #ucraina #putin,True,2023-02-25,neg,0.8194409
aiuti politica economia trattativa pace #biden #ucraina #russia,True,2023-02-25,neg,0.33688
economia aiuti guerra trattativa conflitto #russia,False,2023-03-04,neg,0.3547867
trattativa politica economia attacco guerra #ucraina #ucraina #russia,False,2023-02-27,neg,0.8149221
trattativa conflitto pace attacco aiuti #ukraine #russia,True,2023-02-25,neg,0.4107384
conflitto aiuti economia trattativa attacco #russia,False,2023-02-25,neg,0.5626316
aiuti pace attacco conflitto trattativa #zelensky #ucraina #usa,True,2023-02-25,pos,0.4092742
politica aiuti pace trattativa conflitto #russia,True,2023-02-27,neg,0.6770521
aiuti conflitto guerra pace attacco #putin,True,2023-03-04,neg,0.8044149
politica economia conflitto attacco trattativa #ucraina,True,2023-02-27,neg,0.5480189
economia trattativa aiuti guerra attacco #biden,True,2023-03-01,neg,0.442389
pace trattativa aiuti politica attacco #nato #guerra,False,2023-03-01,neu,0.6143403
politica attacco economia aiuti trattativa #ucraina #ucraina #putin,True,2023-03-02,pos,0.7841176
aiuti conflitto politica economia trattativa #ucraina #ucraina,False,2023-03-02,neg,0.6357923
conflitto economia guerra aiuti politica #putin #putin,True,2023-02-25,neg,0.8228638
economia attacco guerra politica trattativa #ucraina,False,2023-02-25,neg,0.8308364
economia conflitto trattativa aiuti politica #ucraina,True,2023-02-28,neg,0.7202737
politica guerra economia trattativa attacco #ucraina #biden #nato,False,2023-03-01,neg,0.4986586
aiuti pace politica conflitto economia #ucraina #putin,True,2023-03-03,neu,0.7301005
economia politica pace aiuti guerra #putin,False,2023-02-27,neg,0.5018298
conflitto trattativa guerra politica attacco #russia,True,2023-03-03,neg,0.6096946
guerra conflitto economia attacco trattativa #zelensky #ucraina #ucraina,True,2023-03-03,neg,0.5258912
aiuti attacco pace trattativa guerra #ucraina #russia #kiev,True,2023-02-27,neg,0.5269707
conflitto aiuti attacco politica guerra #nato #zelensky #ucraina,True,2023-02-27,neg,0.7363504
attacco pace trattativa aiuti economia #russia,True,2023-02-25,neg,0.8911478
guerra economia conflitto politica aiuti #putin,True,2023-02-25,neg,0.6249606
attacco pace economia politica trattativa #ucraina #ucraina,True,2023-02-27,neg,0.6659731
aiuti economia guerra pace trattativa #ucraina #biden,False,2023-02-25,neu,0.5035706
economia trattativa aiuti politica conflitto #russia #zelensky #ucraina,False,2023-03-04,neu,0.7338199
politica trattativa economia attacco aiuti #russia #ucraina,False,2023-02-25,neg,0.5443445
economia trattativa conflitto pace politica #ucraina,True,2023-03-02,neg,0.810285
aiuti politica attacco economia pace #russia #putin,True,2023-02-26,pos,0.5032534
trattativa aiuti politica attacco conflitto #ucraina #russia,True,2023-02-27,pos,0.7847108
aiuti politica economia pace guerra #ucraina,False,2023-03-02,neu,0.9558369
trattativa attacco politica economia aiuti #putin,True,2023-03-02,neg,0.9494083
pace attacco politica economia trattativa #russia #usa,True,2023-02-26,neu,0.7788688
guerra trattativa pace conflitto politica #ucraina,False,2023-02-25,neg,0.4168187
economia attacco aiuti guerra conflitto #kiev,True,2023-03-03,neg,0.5074573
economia trattativa politica attacco pace #ucraina,True,2023-02-25,neg,0.6901049
pace trattativa attacco aiuti guerra #ucraina #ucraina #ucraina,True,2023-03-03,neg,0.4911508
aiuti conflitto politica attacco economia #nato #putin,True,2023-02-25,pos,0.7888429
guerra trattativa aiuti economia politica #ukraine #nato #putin,True,2023-02-25,neg,0.6983809
politica aiuti attacco economia conflitto #russia,True,2023-02-25,neu,0.3779199
conflitto economia aiuti attacco guerra #russia #putin,True,2023-03-03,neg,0.6525282
guerra politica trattativa attacco pace #ucraina #ucraina,True,2023-02-27,neg,0.6187174
aiuti attacco pace trattativa economia #ucraina #putin #ukraine,True,2023-03-04,neg,0.4539402
guerra attacco conflitto trattativa economia #ucraina #usa #russia,False,2023-03-04,pos,0.8006257
economia conflitto attacco aiuti guerra #zelensky #russia #ucraina,False,2023-03-02,neg,0.5225323
conflitto politica trattativa aiuti economia #zelensky,True,2023-02-25,neu,0.7362545
guerra trattativa pace conflitto attacco #ucraina,True,2023-02-27,neg,0.3436369
trattativa guerra economia conflitto pace #putin #kiev,False,2023-02-25,neg,0.6730101
pace trattativa economia aiuti conflitto #ucraina #putin,True,2023-02-27,neg,0.8757934
trattativa politica aiuti guerra economia #russia,True,2023-03-03,neg,0.9502225
conflitto trattativa guerra attacco politica #russia,True,2023-03-04,neg,0.7178532
guerra politica economia attacco pace #putin,True,2023-02-25,neu,0.7421259
economia guerra pace trattativa aiuti #ucraina,True,2023-02-25,neg,0.6398012
economia guerra politica conflitto pace #zelensky #putin #ucraina,False,2023-02-25,neu,0.6165722
politica trattativa pace aiuti guerra #ucraina #ucraina,True,2023-03-02,pos,0.3648954
conflitto aiuti politica trattativa attacco #zelensky #ucraina #russia,True,2023-02-28,neg,0.4688263
pace guerra trattativa conflitto attacco #usa #russia #zelensky,True,2023-03-03,neg,0.4348091
conflitto politica pace guerra trattativa #russia #russia #putin,False,2023-02-26,neu,0.5451849
politica conflitto pace aiuti guerra #russia #zelensky,True,2023-03-02,neg,0.6614781
economia pace politica attacco guerra #russia,False,2023-03-03,neg,0.7037942
conflitto aiuti economia trattativa pace #putin,True,2023-02-27,neu,0.7252177
trattativa attacco economia guerra politica #ucraina #putin,True,2023-02-27,neu,0.4153632
